Material,Eg_eV,Density_g_cm3,DOS_at_Ef,Conductivity_Proxy,Log_Sigma,Regime
HfAlCu2,0.0,9.494673917325734,1.2537,11.903472690151274,1.0756736798964912,Metal
ZrCdCu2,0.0,8.556022585492096,1.5274,13.068468897080628,1.1162247085861352,Metal
ScGaCu2,0.0,6.960064534854363,1.4792,10.295327459956575,1.0126401646338863,Metal
ZrZnCu2,0.0,8.06140762846897,1.3008,10.486279043112436,1.0206214102454279,Metal
DyLuCu2,0.0,9.823851966445362,1.9116,18.779275419056955,1.2736788314054597,Metal
ErLuCu2,0.0,10.090079544963897,2.0246,20.428375046733905,1.310233822517908,Metal
GdLuCu2,0.0,9.509799578997642,1.9771,18.80182474763624,1.274200000296437,Metal
HoLuCu2,0.0,9.945844545637776,2.0514,20.402905500921335,1.3096920180734135,Metal
LuScCu2,0.0,8.012119938905974,3.1741,25.431269898081453,1.4053680470024044,Metal
LuAlCu2,0.0,8.765529845685032,1.5007,13.154430639419527,1.1190720553509443,Metal
PmHoCu2,0.0,8.591151027957256,2.406,20.67030937326516,1.315346976779192,Metal
PmGdCu2,0.0,8.198290473124123,2.5407,20.82939660506646,1.3186766893024178,Metal
ThInCu2,0.0,10.0163160332191,2.4443,24.482881279997446,1.3888625266439854,Metal
TiGaCu2,0.0,7.661362693884604,1.939,14.855382263442246,1.1718838316907456,Metal
YbPmCu2,0.0,8.958318013534807,2.7133,24.30660426612399,1.3857242903344758,Metal
TmLuCu2,0.0,10.209106407328855,2.0626,21.0573028757565,1.323402743813131,Metal
ScAlCu2,0.0,5.650750673135394,1.6182,9.144044739267695,0.9611383422792836,Metal
TiInCu2,0.0,8.068539641633866,2.0617,16.63490817915654,1.2210204080090332,Metal
HoInCu2,0.0,9.600848993791201,1.4958,14.360949924912878,1.1571831678691478,Metal
TiAlCu2,0.0,6.275869888405448,1.8019,11.308489951917776,1.0534046164825084,Metal
LuInCu2,0.0,10.161555241866568,1.4699,14.936470050019668,1.174247972386189,Metal
LiCu2Ge,0.0,6.9339714924374745,0.9684,6.714857993276451,0.8270368325899721,Metal
HfInCu2,0.0,10.940493800385012,1.4246,15.585827468028489,1.1927298643800999,Metal
ZrInCu2,0.0,8.487243337267126,1.467,12.450785975770874,1.0951967678341188,Metal
LiCu2Si,0.0,5.79763390997432,0.9415,5.458472326240822,0.7370711128377688,Metal
Cu2PdAu,0.0,12.925112678930077,1.1411,14.74884607792711,1.168758043260008,Metal
PaInCu2,0.0,10.74624135077317,3.0236,32.492335348197756,1.5117809268706803,Metal
PmAlCu2,0.0,7.12912681073864,1.3951,9.945844813661477,0.9976416785989154,Metal
PmCu2Sn,0.0,8.675540552359807,1.7098,14.833439236424798,1.171241856913459,Metal
PmGaCu2,0.0,8.266871102453578,1.2376,10.231079676396549,1.0099214668306995,Metal
PmInCu2,0.0,8.550367012513094,1.4719,12.585285205718023,1.0998630619113563,Metal
PaCu2Sn,0.0,10.8350186115683,5.3462,57.92617650116644,1.762874863227126,Metal
TiZnCu2,0.0,7.6371606880203515,1.8522,14.145549026351295,1.1506198082462389,Metal
HfZnCu2,0.0,10.82286235422546,1.4089,15.248330770868252,1.1832223042313055,Metal
ScZnCu2,0.0,6.833394769965047,2.5317,17.30010553912051,1.2380487525485226,Metal
YLuCu2,0.0,8.1896909289345,2.259,18.500511808463035,1.2671837431359927,Metal
Zr(Zn10Cu)2,0.0,7.325146687146612,18.4513,135.15847906854827,2.130843296037086,Metal
CsCu2F6,0.0,4.688937975027388,1.3878,6.507308121743009,0.8134013711180619,Metal
Ti4Cu2O,0.0,6.002231174009371,38.6893,232.22212256060075,2.365903590287938,Metal
Cu2B3Ir4,0.0,15.152750253055967,2.9014,43.964189584216584,1.6430990719828404,Metal
Cu2SnS3,0.0,4.744208648063372,0.0,0.0,-10.0,Metal
Cu2GeSe3,0.0,5.604291704268389,0.9249,5.183409397277834,0.7146155117529848,Metal
Sr2Cu2O5,0.0,5.737712629258653,10.5594,60.586802737393825,1.7823780346866425,Metal
Cu2PO5,0.0,4.145305599554136,6.8881,28.55327950028884,1.4556559965442697,Metal
Na(CuO)2,0.0,5.140083914574493,4.386799999999999,22.548520116455382,1.3531180439388524,Metal
Ba(CuS)2,0.9028,5.62422080829076,0.0,1.4665250166430867e-07,-6.8334144866749345,Semiconductor
CsCu2Br3,1.4959,4.680228121429063,0.0,1.2714169558288377e-12,-9.994513113474806,Semiconductor
RbCu2Br3,1.6395,4.432467404133066,0.9572,7.488352905689986e-14,-9.999674906670945,Semiconductor
Nd2CdCu2,0.0,7.639266364912877,3.97,30.327887468704123,1.4818421599778586,Metal
Ba(CuP2)2,0.0,4.895253224296198,1.5756,7.712960980201089,0.8872211342819075,Metal
Ca2GaCu2,0.0,4.485480879273855,2.4356,10.924837229559403,1.038414975089842,Metal
Tl(CuO)2,0.0,8.042811402369113,3.1402,25.25603636571949,1.402365194219264,Metal
Ca(CuO2)2,0.6713,5.002752181970563,0.0,1.1484205346245825e-05,-4.939895268942278,Semiconductor
Pr(CuO2)2,0.0,6.702963424878641,4.4613,29.90393072741108,1.4757282779922698,Metal
Er(CuO2)2,0.0,8.001992900375445,9.5185,76.16696942222367,1.8817666759643232,Metal
Gd(CuO2)2,0.0,7.4252014322264035,13.4574,99.9239057540436,1.9996694010898677,Metal
Y(CuO2)2,0.0,6.124373592523852,3.8083,23.323451952408583,1.367792827947184,Metal
Nd(CuO2)2,0.0,6.872217609151969,4.059,27.89433127554784,1.4455159543186318,Metal
Tm(CuO2)2,0.0,8.119621255421904,4.2407,34.43287785786767,1.5369733220251396,Metal
Lu(CuO2)2,0.0,8.381714784314676,4.4017,36.89379396611791,1.5669533181129427,Metal
Cd(CuO2)2,0.32019999999999904,6.719774187721026,0.0,0.01372729562766967,-1.8624150101941406,Semiconductor
La(CuO2)2,0.0,6.527104353035975,4.650399999999999,30.353646083358495,1.4822108660478246,Metal
Sm(CuO2)2,0.0,7.164790760803668,4.1591,29.79908125325853,1.47420287438674,Metal
Eu(CuO2)2,0.0,7.131955693883354,7.6923,54.86114278405893,1.739264849927006,Metal
Dy(CuO2)2,0.0,7.770027199776928,3.8171,29.65897082426851,1.4721560767984827,Metal
Ho(CuO2)2,0.0,7.889780536107496,3.8624,30.473488342661593,1.4839221713640844,Metal
Cu2GeS3,0.111099999999999,4.491883289283199,0.0007,0.5237901690626714,-0.28084265695788524,Semiconductor
Cu2SiSe3,0.23869999999999902,5.250795042218217,0.0,0.051889346748340615,-1.2849217959064754,Semiconductor
CaCu2F8,1.2139,3.681187857840044,0.3258,2.338233886980535e-10,-9.476483238577504,Semiconductor
Cu3Se2,0.0,6.701255502681932,11.221900000000002,75.20081912554639,1.876222571174232,Metal
Cu3Pd,0.0,9.96902571091,6.8802,68.58889069620298,1.8362537789720574,Metal
AcCu3,0.0,8.572205360336502,6.2871,53.89431232097162,1.7315429347987983,Metal
PmCu3,0.0,7.973132821784786,5.6017,44.663098127791834,1.6499488453180478,Metal
Cu3Pt,0.0,12.819935631579229,4.1411,53.088635443932745,1.7250015626599946,Metal
Cu3Au,0.0,12.3489769756495,1.0847,13.394935325487012,1.126940621056696,Metal
AlCu3,0.0,7.517442305877194,2.728,20.507582610432987,1.3119144696915621,Metal
Ta14(CuS8)3,0.0,7.866277541940848,12.3827,97.40575491859093,1.988584616587006,Metal
Sr6Cu3N5,0.4772,4.764178087905891,0.0,0.00046706176570470424,-3.3306255901947703,Semiconductor
Sm2Ga5Cu3,0.0,7.90091235834179,3.9978,31.586267426178807,1.4994983080214455,Metal
Pr2Ga5Cu3,0.0,7.4665082249746995,4.3581,32.53978949526224,1.512414739095668,Metal
Ce2Ga5Cu3,0.0,7.460367530833801,11.9026,88.79777057250239,1.9484020621730713,Metal
Cs4Cu3F10,0.123,4.91182104758198,0.0,0.45499652703488563,-0.34199191818225366,Semiconductor
Cu3SbS4,0.0,4.73419133116811,1.8579,8.795654074177232,0.9442681405856617,Metal
Cu3AsSe4,0.0,5.6534903551959665,2.3591,13.337149096942806,1.1250630062115141,Metal
Ti8Cu3Ni,0.0,5.82417848800461,7.514,43.76287715886664,1.6411058666431761,Metal
Cu3(CO4)2,0.0,3.97494518767664,8.041599999999999,31.964919221220462,1.504673611263889,Metal
Cu3(AsO4)2,0.0,5.245632040162247,13.0765,68.59450737318163,1.8362893414651018,Metal
Tm(CuS)3,1.5452,6.344355745518665,0.0,6.641630258677241e-13,-9.997125113062893,Semiconductor
Tb(CuS)3,1.341,6.053898721831054,0.0887,3.2904819898419986e-11,-9.876459268738758,Semiconductor
Ho(CuS)3,1.4907,6.215027479124213,0.0,1.867005025495721e-12,-9.991966462272211,Semiconductor
Er(CuS)3,1.445599999999999,6.28099799774077,0.0,4.514230408388753e-12,-9.980824573025851,Semiconductor
Dy(CuS)3,1.3966,6.148054951147953,0.0,1.1400044145213754e-11,-9.953114637061582,Semiconductor
Al6CoCu3,0.0,4.833344397523112,1.9171,9.266004544491558,0.9668925088706495,Metal
CsCu3O2,1.4572,4.731709939199385,0.0901,2.717252090150778e-12,-9.988356607441569,Semiconductor
CsCu3S2,1.6845999999999992,3.959103167334656,0.079,2.795663771236467e-14,-9.999878602833581,Semiconductor
K3Cu3As2,1.2741,3.896740569897688,0.0,7.725108709069069e-11,-9.751411092584723,Semiconductor
K3Cu3P2,1.2892000000000001,3.325279373704374,0.0,4.9225146266510165e-11,-9.826157986752206,Semiconductor
Cu3B5Pt9,0.0,15.833237726696808,3.4933,55.31024935066996,1.7428056163686296,Metal
LaCu3Ni2,0.0,8.434539501832651,1.7085,14.410410738881083,1.1586763596572067,Metal
Mg2Cu3Si,0.0,5.313903824023601,2.8725,15.264188734507794,1.1836737272428794,Metal
Mn2GaCu3,0.0,7.606056397930626,19.4174,147.68983950117814,2.1693506185325893,Metal
Cu3(PO4)2,0.0,4.483722802846382,6.0399,27.08123735691186,1.4326685036263147,Metal
TaCu3S4,1.9231,5.025571147896058,1.3225,3.5205193700351606e-16,-9.999998471060556,Semiconductor
VCu3Se4,0.8164,5.341420812523915,0.0,7.407439431555868e-07,-6.1302732653866165,Semiconductor
VCu3S4,1.0358,3.966135452969545,0.0,7.895095725233073e-09,-8.097176332081396,Semiconductor
NbCu3Se4,1.3604,5.473847418333714,0.0,2.0443329102796674e-11,-9.919217248916562,Semiconductor
TaCu3Se4,1.597999999999999,6.270214076156746,0.0,2.363930729379011e-13,-9.998974569475035,Semiconductor
NbCu3S4,1.6574,4.1524118433614134,0.0,4.962221656740514e-14,-9.99978454690353,Semiconductor
TaCu3Te4,1.140699999999999,6.918515284068941,0.264,1.8105619052634092e-09,-8.71883888591133,Semiconductor
VCu3Te4,0.5741,6.094756833162131,0.0,9.169709333715921e-05,-4.037643956989068,Semiconductor
NbCu3Te4,0.9169,6.190207181635206,0.0,1.228820217466248e-07,-6.910158371706188,Semiconductor
La3Cu3Sb4,0.2826,7.512404196634495,0.0,0.03175848570180722,-1.4981402122775695,Semiconductor
Pr3Cu3Sb4,0.17920000000000003,7.764928384573294,0.0,0.24255333935274168,-0.6151927416690683,Semiconductor
Er3Cu3Sb4,0.33389999999999903,9.162595758928408,3.131,0.014360349055638452,-1.8428350005865,Semiconductor
Tb3Cu3Sb4,0.280799999999999,8.764231643001004,4.055,0.03836323230077842,-1.4160848072709624,Semiconductor
Sm3Cu3Sb4,0.24669999999999903,8.308569849611672,0.0,0.07033591978832224,-1.1528228282479822,Semiconductor
Dy3Cu3Sb4,0.2964,8.917880380531507,0.0,0.028868127637908893,-1.539581381670432,Semiconductor
Ce3Cu3Sb4,0.0,7.924988258801177,15.916400000000001,126.13728312238307,2.1008434724665546,Metal
Ho3Cu3Sb4,0.3143,8.91110401213796,0.0,0.020404383287968713,-1.690276524892126,Semiconductor
Gd3Cu3Sb4,0.3003,8.446722423745276,2.1108,0.02535619624454217,-1.5959158939476612,Semiconductor
Nd3Cu3Bi4,0.35759999999999903,9.815614883877698,0.0,0.009726964741896452,-2.0120226538786006,Semiconductor
Nd3Cu3Sb4,0.1983,7.9529567872975555,3.1369,0.17169319249717932,-0.7652469236864295,Semiconductor
Ga8Cu3W2,0.0,8.771639899864184,15.9794,140.16554261588973,2.1466412626249904,Metal
V2Ga8Cu3,0.0,7.057111646883774,9.6536,68.1265329943572,1.8333162879605573,Metal
CaCu3O4,0.0,5.75064259099141,6.5556,37.698912569503285,1.576328823101497,Metal
Ti3Cu3O,0.0,6.668466963447067,31.163400000000003,207.81210336868634,2.3176708380873823,Metal
Cu3PS4,1.0202,4.248498235589031,0.0,1.1435882111944342e-08,-7.937949190765567,Semiconductor
Cu3PSe4,0.0,5.477755023230643,0.0,0.0,-10.0,Metal
Nd4Cu3Ni,0.0,7.490739766203753,8.3077,62.230818755690926,1.7940055149292378,Metal
Sm2(CuAs)3,0.0,7.9176576440924205,0.1504,1.1908157096715002,0.07584455541881754,Metal
ErGa2Cu3,0.0,9.06872570893325,2.5912,23.49888205698784,1.3710472015063446,Metal
LaAl2Cu3,0.0,6.325419664014231,2.6566,16.804109879420206,1.2254155126608415,Metal
CeAl2Cu3,0.0,6.544384804181911,4.8241,31.570766733853954,1.4992851293829283,Metal
CeGa2Cu3,0.0,8.07113449165014,5.9732,48.21050054552462,1.6831416405697983,Metal
Ba2Cu3P4,0.0,5.429959467055898,5.3573,29.089921852858566,1.4637425545617908,Metal
Ti3Cu4,0.0,6.878857245886687,5.6233,38.68187795079461,1.587507550310467,Metal
TiCu4,0.0,8.134100168275264,10.6114,86.31419052563614,1.9360822019769732,Metal
Cu4PtO5,0.0,7.822801479605599,11.944299999999998,93.43788771285314,1.9705230120780677,Metal
Tm3(CuSn)4,0.0,9.349744320728293,2.4706,23.099478318791324,1.3636021718494968,Metal
Ho3(CuSn)4,0.0,9.113112076344525,2.6816,24.437721343925478,1.3880607083687309,Metal
Y3Ga7Cu4,0.0,6.997419118770252,4.9642,34.73658798939928,1.540787157516197,Metal
Ti(CuS)4,1.4256,4.631598565750239,0.0,4.901077612774738e-12,-9.979220050425338,Semiconductor
RbCu4S3,0.0,5.075111243699609,3.3733,17.11987275837189,1.2335005325082555,Metal
EuCu4P3,0.0,6.938607841733898,8.9804,62.311473861907096,1.7945680238043786,Metal
KCu4S3,0.0,4.682005931557535,3.419,16.007778279995215,1.2043310603609116,Metal
Ca(Cu2P)2,0.0,5.960719604540558,2.6948,16.062947190315896,1.2058252315470606,Metal
Ca(Al2Cu)4,0.0,4.324089826005668,2.6027,11.254308590144953,1.051318819224154,Metal
Y(Al2Cu)4,0.0,4.773598615677039,3.6336,17.34534792992409,1.2391830157707013,Metal
Lu(Al2Cu)4,0.0,5.59349300856385,4.3977,24.598504203761244,1.3909086991456647,Metal
Er(Al2Cu)4,0.0,5.3440709066433865,3.5463,18.95167865622944,1.277647683902653,Metal
Tb(Al2Cu)4,0.0,5.376486245046063,3.684,19.806975326749697,1.296818160588935,Metal
Th(Al2Cu)4,0.0,5.826310088478007,6.5988,38.44665501184867,1.5848585607032182,Metal
Yb(Al2Cu)4,0.0,5.549099960899184,2.6714,14.823865635546081,1.170961469859011,Metal
Eu(Al2Cu)4,0.0,5.231588378519834,3.2874,17.1983236355461,1.235486117182598,Metal
Ho(Al2Cu)4,0.0,5.456749425510796,3.5564,19.406383656886593,1.2879446129699421,Metal
Sm(Al2Cu)4,0.0,5.254172943096051,3.6453,19.153036629468033,1.2822376392401593,Metal
Ce(Al2Cu)4,0.0,5.118416214926559,7.0035,35.846827961238155,1.5544507315565002,Metal
Zr3(Cu2Si3)2,0.0,5.962311427319605,2.2718,13.545179100584678,1.1317847518516397,Metal
U2Cu4As5,0.0,9.474707674969842,15.6859,148.61931711880945,2.172075261463016,Metal
Np(Al2Cu)4,0.0,6.040465470645129,13.678,82.62148670748408,1.9170930054927917,Metal
U(Al2Cu)4,0.0,6.014941952809508,11.723099999999999,70.51376600698114,1.8482739101445986,Metal
Pr(Al2Cu)4,0.0,5.104933736316764,3.5707,18.22818689226627,1.2607434727251623,Metal
Tm(Al2Cu)4,0.0,5.516157875833236,3.552,19.593392774959653,1.292109644565821,Metal
Gd(Al2Cu)4,0.0,5.348765251937444,24.2967,129.9573446967485,2.113800829209669,Metal
Nd(Al2Cu)4,0.0,5.164831034770089,3.6174,18.68325978517732,1.2714526525818335,Metal
Dy(Al2Cu)4,0.0,5.422202379613946,3.6694,19.896229411755414,1.2987707798879595,Metal
Cu4SnP10,0.24169999999999903,4.205977371486426,0.0,0.0392210510914563,-1.4064807706750937,Semiconductor
Na(CuS)4,0.0,4.485711720587187,2.5131,11.27304212500766,1.0520411298762722,Metal
Eu(Cu2As)2,0.0,8.122643135111465,2.4232,19.682788845002104,1.2940866334362224,Metal
Ca(Cu2As)2,0.0,6.6428814990180225,1.3274,8.817760901796522,0.945358318532628,Metal
K(Cu2As)2,0.0,5.899879285861873,2.1328,12.583262540886203,1.0997932579492107,Metal
PrCu4Pd,0.0,8.742893857320764,3.0636,26.784729621287894,1.4278872667427804,Metal
HoCu4Ni,0.0,9.443826326898064,3.26,30.786873825687685,1.488365591821723,Metal
Hf3(Cu2Ge)2,0.0,11.263141202104318,3.9057,43.99045059305884,1.643358410467889,Metal
Zr3(Cu2Ge)2,0.0,7.856658415983964,4.6532,36.55860294125658,1.5629895911522607,Metal
Hf3(Cu2Si)2,0.0,10.480709486425917,3.4337,35.987612163540675,1.556153031466529,Metal
Zr3(Cu2Si)2,0.0,6.994599809695952,6.0078,42.022156736691336,1.6234783382853202,Metal
TmInCu4,0.0,9.881723044115095,0.4353,4.301514041103301,0.6336213448834018,Metal
HoCu4Ag,0.0,9.965981819615951,3.5653,35.53171498147675,1.5506161697482796,Metal
HoCu4Au,0.0,11.76597835151698,3.2971,38.79360722278663,1.588760164342449,Metal
GdCu4Pd,0.0,9.874445903555898,3.2372,31.965556278991155,1.5046822666249609,Metal
TmCu4Ag,0.0,10.1612681900188,3.4161,34.71190826392323,1.5404784893774026,Metal
HoCu4Pd,0.0,10.284710453854958,4.534,46.630877197778375,1.6686735852725245,Metal
ZrCu4Ag,0.0,9.047496548877685,4.4661,40.40702433694263,1.6064568692106347,Metal
NdMgCu4,0.0,7.332204242797936,3.0412,22.298699543197085,1.3482795357997892,Metal
YInCu4,0.0,8.224153809577741,0.2774,2.281380266776865,0.3581976807355955,Metal
DyCu4Ag,0.0,9.837932200948945,3.1808,31.292494744778406,1.4954401879702575,Metal
GdCu4Au,0.0,11.312765053264386,2.4421,27.626903536576954,1.441332211290233,Metal
TbCu4Ag,0.0,9.744157806616087,3.0797,30.009082797035564,1.477252721775064,Metal
YbCu4Au,0.0,12.098715460749002,1.9508,23.602174120829154,1.3729520099715116,Metal
ErCu4Au,0.0,11.869807588873325,3.2327,38.3715269925508,1.5840090822654698,Metal
GdInCu4,0.0,9.34371227271572,33.546299999999995,313.4469750142033,2.4961640829453233,Metal
NdCu4Ag,0.0,9.085505792991452,2.2017,20.00355810442928,1.3011072520501825,Metal
ErCu4Ag,0.0,10.084214208289564,3.2418,32.69100562043311,1.5144282802845923,Metal
ErCu4Pd,0.0,10.385437819169367,4.8921,50.80660035515846,1.705920135741871,Metal
YbCu4Ag,0.0,10.295653738530847,1.8723,19.276552494651305,1.2850293653352896,Metal
YbCu4Pd,0.0,10.61034339356568,1.5387,16.32613537967951,1.212883393440348,Metal
TbCu4Au,0.0,11.498788962829817,2.8929,33.26484659057038,1.5219855249268461,Metal
DyInCu4,0.0,9.60301051942028,0.2916,2.800237867462954,0.4471949242644557,Metal
HoCdCu4,0.0,9.75432442981541,3.0087,29.347835911985626,1.4675760822074597,Metal
ErCdCu4,0.0,9.857502176843544,3.0575,30.13931290569914,1.4791333473607855,Metal
YbCdCu4,0.0,10.065608890947324,3.7879,38.12751991801937,1.5812385566267972,Metal
TmCdCu4,0.0,9.958646610064783,3.129,31.160605242892704,1.4936058845313092,Metal
SmInCu4,0.0,9.108482092076112,0.0,0.0,-10.0,Metal
ErInCu4,0.0,9.802449433615301,0.4074,3.9935178992548734,0.6013556353250522,Metal
DyCu4Pd,0.0,10.174652235448903,4.7655,48.48730522803175,1.685628048065344,Metal
YbTlCu4,0.0,11.50253771023219,3.2787,37.71337039053828,1.5764953464243907,Metal
TbCu4Pd,0.0,10.038158646818482,4.5317,45.48992353978731,1.6579152068622056,Metal
YMgCu4,0.0,6.628581398413487,2.7082,17.951524143183406,1.2541013275058104,Metal
ScInCu4,0.0,7.975080582521455,0.5985,4.773085728639091,0.6787992347400069,Metal
TbInCu4,0.0,9.480349695940383,0.2213,2.098001387711607,0.3218057711400574,Metal
MgInCu4,0.0,7.692928541576738,2.7887,21.45326982389505,1.331493495042507,Metal
MgCu4Sn,0.0,7.745156254011222,0.8959,6.938885487968655,0.841289720418621,Metal
SmCu4Ag,0.0,9.36362997033622,3.9737,37.208256413125035,1.5706393193669577,Metal
CeYCu4,0.0,7.364434180568661,6.633,48.848291919711926,1.6888493823276758,Metal
Na3(CuS)4,0.0,3.898590768008424,4.7012,18.328054918561204,1.2631163775145897,Metal
Nd(Cu2P)2,0.0,7.4404406198958295,6.6084,49.1694077925196,1.6916949775814716,Metal
BaCu4S3,0.030799999999999002,5.619546983876272,0.0,3.0972244507063365,0.49097267911027037,Semiconductor
LaAlCu4,0.0,7.189576376066591,2.6545,19.084730490268765,1.2806860313339983,Metal
CeGaCu4,0.0,8.202237139189185,7.4628000000000005,61.21165532234105,1.7868341241108752,Metal
Zr3(CuSi)4,0.0,6.511596050828708,6.1242,39.87831653448517,1.6007368162601785,Metal
Y3(CuSn)4,0.0,7.304755128644803,2.8625,20.90986155574575,1.3203511573642386,Metal
Yb3(CuGe)4,0.0,9.598853652836453,5.0844,48.80441151248166,1.6884590803834063,Metal
Tm3(CuSi)4,0.0,8.189909992884855,2.544,20.835131021899073,1.3187962358685208,Metal
Y3(CuGe)4,0.0,6.8488165176812315,2.7793,19.034915747591448,1.279550958881215,Metal
Sm3(CuGe)4,0.0,8.074777027384357,2.7929,22.552044759781772,1.3531859248248075,Metal
Sc3(CuSi)4,0.0,5.066269087859295,2.8009,14.190113088185099,1.1519858565866128,Metal
Yb3(CuSi)4,0.0,8.374681289357248,5.159,43.20498077179404,1.63553381619129,Metal
Dy3(CuSn)4,0.0,8.993418905472712,2.7519,24.748989485970355,1.3935574711652294,Metal
Dy3(CuGe)4,0.0,8.987819572991345,2.3519,21.138452853718345,1.325073197652677,Metal
Ce3(CuGe)4,0.0,7.792966092504516,9.9313,77.3942841544901,1.8887088876624238,Metal
Ho3(CuSi)4,0.0,7.908046616474293,2.7587,21.81592820086763,1.3387736956167933,Metal
Ho3(CuGe)4,0.0,9.127438130094632,2.7022,24.664163315141714,1.392066387435021,Metal
Tb3(CuGe)4,0.0,8.810115424864799,2.362,20.809492633530656,1.3182614915955446,Metal
U3(CuGe)4,0.0,10.54056217071128,21.0781,222.1750234904694,2.3466952347582737,Metal
Nd3(CuGe)4,0.0,7.872998935192094,2.7257,21.45943319765309,1.3316182468778819,Metal
Er3(CuSi)4,0.0,8.071508489157404,2.6211,21.156230900930474,1.325438298302334,Metal
Er3(CuGe)4,0.0,9.282983266306102,2.7279,25.323050052156415,1.4035160133946396,Metal
Tm3(CuGe)4,0.0,9.415608282628803,2.7589,25.976721690944604,1.4145843414511923,Metal
Tb3(CuSn)4,0.0,8.834701731235208,2.619,23.13808383410501,1.3643273902817434,Metal
Gd3(CuGe)4,0.0,8.613307166947582,3.1591,27.210298671104105,1.4347333087971763,Metal
Nd3(CuSn)4,0.0,8.042541978379953,2.6113,21.001489868143572,1.3222501051437046,Metal
Pr3(CuSn)4,0.0,7.846156083517951,2.6001,20.400790432755024,1.3096469945816305,Metal
Nb5(CuSi)4,0.0,7.374081752186853,4.7871,35.30046675589368,1.5477804478300972,Metal
Cu4SiP8,1.2078,4.178131484329747,0.0,2.986233623154825e-10,-9.3994372519793,Semiconductor
TbCu5,0.0,9.074176620466746,2.6778,24.298830154285852,1.385585365379189,Metal
NdCu5,0.0,8.479588402846812,3.5972,30.50277540272055,1.4843393569629237,Metal
DyCu5,0.0,9.20239888390735,2.9547,27.190327982281044,1.4344144462811061,Metal
YbCu5,0.0,9.60161507333768,1.9368,18.59640807404042,1.2694290676467181,Metal
CaCu5,0.0,6.7080430315084385,2.4674,16.55142537594392,1.2188354003047768,Metal
EuCu5,0.0,8.587237542803393,2.6487,22.745016079623348,1.3568862481931294,Metal
SmCu5,0.0,8.73082436670585,3.6976,32.28309617833155,1.5089751799758335,Metal
PrCu5,0.0,8.336001126563204,3.8546,32.131949942450525,1.5069370817168923,Metal
LaCu5,0.0,8.172189347541556,3.9106,31.95816366249601,1.5045818165082308,Metal
SrCu5,0.0,7.156253975356174,3.0643,21.928909056683924,1.3410170264607448,Metal
YCu5,0.0,7.723802651891214,3.1087,24.010985303934216,1.3804099819364581,Metal
HoCu5,0.0,9.294387428276604,3.0887,28.707574449717946,1.4579964997915158,Metal
GdCu5,0.0,8.945796878900655,38.0654,340.525336514105,2.532149430783154,Metal
TmCu5,0.0,9.782347668649662,2.7903,27.29568469983315,1.436093992859716,Metal
LuCu5,0.0,10.001923876666803,3.3025,33.03135360269212,1.518926371153662,Metal
Zn8Cu5,0.0,8.354240429106829,3.5808,29.914864128545734,1.4758870346454425,Metal
YbAlCu5,0.0,8.883952916558318,2.496,22.17434647972956,1.3458508292078832,Metal
YAl7Cu5,0.0,5.224770016207838,3.3237,17.365568102869993,1.2396889955332926,Metal
Eu2(CuNi)5,0.0,8.865189742449285,7.9105,70.12808345764508,1.8458919701536067,Metal
Cu5Sn2Se7,0.0,5.783632413208973,5.5066,31.848150246576527,1.5030842134063802,Metal
Cu5Sn2Te7,0.0,6.130480242099703,4.8816,29.92655234983391,1.4760566873833614,Metal
CeCu5Ag,0.0,8.716353839022453,35.5561,309.91954873566624,2.491248971012783,Metal
TmCu5Sn,0.0,9.61755107685741,4.3345,41.68727514263845,1.6200035087231424,Metal
CeCu5Au,0.0,10.208775649803712,25.002699999999997,255.24695493934726,2.406960569717289,Metal
ThCu5Sn,0.0,10.01175226491615,8.4917,85.01679670798848,1.9295047374435095,Metal
ThInCu5,0.0,9.986781641206223,10.4862,104.7233896460167,2.0200436908457893,Metal
Cs2Cu5Se4,0.0,5.808410775519467,9.2285,53.6029188418814,1.7291884389922494,Metal
K2(CuTe)5,0.0,5.552762132820822,6.6272,36.79926520663015,1.5658391469385065,Metal
Cu5Si2S7,0.0,4.07487400791975,21.625,88.11915042126459,1.94507030135785,Metal
CeCu6,0.0,8.542747544520381,26.909399999999998,229.8802107745167,2.361501586661638,Metal
ThCu6,0.0,9.99822498277945,9.4946,94.92914692149776,1.9773995781144817,Metal
Eu2Cu6P5,0.0,6.854596727657965,2.1871,14.991688503060736,1.1758505498801592,Metal
Ca2Cu6P5,0.0,5.262280191862576,2.759,14.518631049348848,1.1619256690019357,Metal
In(Cu3O4)2,0.0,5.408072975033539,10.491299999999999,56.737716002969364,1.7538718491329286,Metal
Cu6PbO8,0.0,6.048084799489839,10.7028,64.73144199197985,1.811115281700888,Metal
Mn(Cu3O4)2,0.0,5.082397791888261,6.9107,35.12292642040221,1.545590693889187,Metal
UAl5Cu6,0.0,7.15303835074642,16.6026,118.75903452210251,2.07466665824546,Metal
Y(InCu)6,0.0,8.482839781693395,3.2726,27.760941469569804,1.4434341904625438,Metal
Tm(AlCu)6,0.0,6.457994067793057,3.1656,20.4434260210057,1.3105536790056664,Metal
Lu(AlCu)6,0.0,6.536404519710505,3.1645,20.684452102623894,1.315644021633993,Metal
Gd(AlCu)6,0.0,6.252536574934423,48.9553,306.09480378688716,2.485855957151099,Metal
La2Al3Cu7,0.0,6.753421855487177,6.7191,45.3769167892039,1.6568349836846188,Metal
